Type,Indicator,Threat Actor,Source
IP,88[.]222[.]245[.]211,APT 36,https://www.cyfirma.com/research/turning-aid-into-attack-exploitation-of-pakistans-youth-laptop-scheme-to-target-india/
Sha256 ,cbf74574278a22f1c38ca922f91548596630fc67bb234834d52557371b9abf5d,APT 36,https://www.cyfirma.com/research/turning-aid-into-attack-exploitation-of-pakistans-youth-laptop-scheme-to-target-india/
Sha256 ,287a5f95458301c632d6aa02de26d7fd9b63c6661af331dff1e9b2264d150d23,APT 36,https://www.cyfirma.com/research/turning-aid-into-attack-exploitation-of-pakistans-youth-laptop-scheme-to-target-india/
Domain,Email[.]gov[.]in[.]gov-in[.]mywire[.]org,APT 36,https://www.cyfirma.com/research/turning-aid-into-attack-exploitation-of-pakistans-youth-laptop-scheme-to-target-india/
MD5,ced11422832a7380381323ae78a7a9bc,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,f270105309e6574cab7a6acb1efb3c20,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,c574b2ebcc0aff84a23f1215f8a803be ,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,4938f42a3d691ef78f1ee8edc3b38f87,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,817532c454637a302238a4751694c336,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,e2f8fbc105a84283e191362f4ca07ae4,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,7c3b49f642f19116878b2c190f344f63,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,f6a58b0d267c7c53ccbcc6dafafd499b,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,f55afc8192f30ff7a584dbda700383d1,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,d6ae362b4b3f7a67949d177fdfc6bdec,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,907ba4486c589f2cb4a45b92f2a5350e,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,336316c1b5ed77d31b4adc06e06a2f84,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,f60c1a04161f354f0c6ac4678b3062d0,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,4dfdacf33db6ae0341b4d0e65aa3d755,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,2041d2347f78ce03c1f9e990724adf3c,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,fe8bf0bf2697d5e43e38d4b0364485a6,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,b99717d81e142e58af91efb4d5288bda,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,109897ba1f92339f9dc9a74dc38dfc88,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,807e6c1094b760e748a84ef9e05bc1f8,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,abb863131bbffad1dd8ee72d0758f34b,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,eebb4913b54af93bcfc7d56e081502af,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,e73b0354790273b0fcaa8c2deab3ad87,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,44b23edd6c9a63a2a38f1bf3d4ff5bb9,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,354716db015373c089744e7319cd93d3,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,6b45d5f194e2799e5178c8d858673900,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,56fd3a2f701d30fe3e5ebdd0d471f1ed,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,2478a5f6b82461eb06f3099478c4e2f6,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,97113b266fbff61d8d2f92793672688d,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,96764912417d260653b6949afb0ad25c,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,6a0adcf34a2f0ac21089b994dff02b85,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,a7a71259bdf700807a763119fd652e73,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,c006701ec5025222a74a419f8c238689,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,d5719a9ef7a6f012e26d0c86b4a676d9,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,e6404136626a446b46bf4ecaa885560e,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,825c7a1603f800ff247c8f3e9a1420af,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,253957d7df5c7e70ec9001766e8f087b,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,3d2001c112290c019afcd51fede564d3,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,7ca8532b081f8612d1c0b6ea01d40299,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,5e88b5122ae380c4b4741dcf0bdca198,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,e415374f1f9533f10f706f0a9124b0d4,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,e79ca3852ae5e14766544ec1d5d4d268,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,cc0b292144ccdf4a95014809258982c4,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,584ce9670a6f6a16eaaa615d64788f68,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,b2e007c6bde2d2ce03a5257732df95b2,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,"d254f6d56ad874c5095b92d620cb5b80	",APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,5fc559e4b663c20c9d5ea46fd164f4c7,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5 ,f997a21e9f7ad5eb9242b4decb7fdeb9,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,utkalsevasamitikanjurmarg[.]in,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,dipl[.]site,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,campusportals[.]in,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,mazagondoc[.]com,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,slidesfinder[.]com,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,"	162.0.209[.]114",APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,151.106.117[.]91,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
Domain,192.64.117[.]203,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,checkdailytips.servehttp[.]com/dailyworkout,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,defender[.]windowupdatecache[.]in/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,172.67.128[.]127:80 ,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,84.247.170[.]237:4858,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,64.188.27[.]144:5863,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,hxxp://vocport[.]com/Contactus,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,hxxp://vocport[.]com/khalistanLeaderprotest,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,hxxp://149.28.95[.]195/dakshf_upload.php,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
C2,hxxps://googleservices[.]live/dakshf_upload.php,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/economy/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/economy/1.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/economy/2.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/it/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/it/1.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/it/2.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/survey/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/survey/1.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/survey/2.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/2.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/bs/2.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://campusportals[.]in/files/documents/xmlnsprcs.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://utkalsevasamitikanjurmarg[.]in/assets/pdfs/Salary_Increment_FY_2024/binastos10/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://utkalsevasamitikanjurmarg[.]in/assets/pdfs/Salary_Increment_FY_2024/binastos10/newpictures.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://utkalsevasamitikanjurmarg[.]in/assets/pdfs/Salary_Increment_FY_2024/Salary_Increment_FY_2024.zip,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://dipl[.]site/Content/2022-23/01/03/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://dipl[.]site/Content/2022-23/01/03/Imge12542.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://dipl[.]site/Content/2022-23/01/04/WhatsApp_Image_2024-05-06.zip,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://dipl[.]site/Content/2022-23/01/01/,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://dipl[.]site/Content/2022-23/01/01/ugt254d.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://dipl[.]site/Content/2022-23/01/02/US_China_standoff-Opportunity-for-India-Chadha-21-Aug-23.zip,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://slidesfinder[.]com/free-templates/freefiles/158/08978.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://slidesfinder[.]com/free-templates/freefiles/158/Letter002.pdf,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://slidesfinder[.]com/free-templates/freefiles/158/rt12.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://slidesfinder[.]com/free-templates/freefiles/158/rtloki.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://slidesfinder[.]com/free-templates/freefiles/158/tmps.dotm,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/documents01/001doc.pdf,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/documents01/08978.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/documents01/Filezilla.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/documents01/Letter002.pdf,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/documents01/rt12.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/documents01/sigthief.py,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/AdobeArm.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/AdobeReader.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/Chromes.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/awccs.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/igfxtk.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/igfxtk.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/msedg.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/msedg.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/msedgprefix.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/sigthief.py,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/pdf/Naval_Projects_Payment_section_Report_29092023.docx,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/pdf/cheexe.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/templates/Aerospace.dotm,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/templates/Naval_Projects_Payment_section_Report_131023.docx,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/templates/Slide7.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/templates/logo.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/templates/propritery/doc-logo.png,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/word/Naval_Projects_Payment_section_Report_131023.docx,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
URL,hxxps://mazagondoc[.]com/images/word/Project_and_Services_Section_report_10102023.docx,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\useH.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\useT.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\alphaT.hta,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\appH.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\appT.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\user01.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Windows\Tasks\user02.bat,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\ProgramData\VSUpdates\svirbre.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Users\user\AppData\Roaming\AdobeArm.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Users\user\AppData\Local\PrintsLogs\Postgres.exe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
HOST,C:\Users\Public\BroadCastHUB\DUser.dll,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,f264ed8c76b1102ea55d73d931ab879b,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,6065407484f1e22e814dfa00bd1fae06,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,bdde8c9948142fafeec00d7094ae964f,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,bd9de1f98e8797926ab0fc9f2c6ca888,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,"8b5bf198e4948d4fe6a4b0402f7246e5	",APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,2bf596603c432fa46b494dc3edd2d30f,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,3a65fbc14bd7ff12cda97282935eefd8,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,4eaa6a69c9835c29ce8d39734e5d3d5f,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,4c52bb770d7b8639e1f305f908dbc800,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,c5ef19c97462e791f21c32931975dc7b,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,b2d407d569e4b21ff12736dbc434577f,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,12aef7e734fb872f9160a1c2a47326d5,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
MD5,7d6373d9f9a4270bd8af53f3861d7a9c,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,165.22.221[.]71,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,178.128.166[.]148,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,152.42.162[.]105,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,161.35.207[.]209,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,159.65.146[.]80,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,157.245.100[.]177,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://campusportals[.]in/myfiles/bdocuments/survey1.zip,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,165.22.221[.]71/distro-dlna,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,178.128.166[.]148/cjs-bin,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,159.65.146[.]80/bin-xdg,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,157.245.100[.]177/acpid-dit,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://drive.google[.]com/file/d/1p9rewZLjJ3WUdmj_As6el9G5IPNtkEUN/view?usp=sharing,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://drive.google[.]com/file/d/1cAPvjfakAWIHVa_cZXw_iwLDqsIi1uRX/view?usp=sharing,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://drive.google[.]com/file/d/1cIxWwVrhS4L6EHiDKc8Ua86NtciC4Njx/view?usp=sharing,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://drive.google[.]com/uc?export=download&id=1dlI8jSabaeJT1MnQxiih0Ww-hZrG-GAe,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://drive.google[.]com/uc?export=download&id=1XvW8ir8l0G9axv4lhEvQFOxOyzmMV64t,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
IP,hxxps://drive.google[.]com/uc?export=download&id=1btUsB3nWehTNW8Cho9Wv3Efrt4c6EhI_,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
EMAIL,fikumatry@gmail[.]com,APT 36,https://www.seqrite.com/blog/umbrella-of-pakistani-threats-converging-tactics-of-cyber-operations-targeting-india/
